text,score,label,aspect,context,sentiment
Very disappointed.,2.1,Negative Sentiment,Back Aspect,Me.,negative
"It's okay, nothing special.",7.2,Neutral Sentiment,Second Aspect,Executive both.,neutral
Service was average.,6.5,Neutral Sentiment,These Aspect,Think.,neutral
Your customer service is so efficient... at being unhelpful,2.2,Negative Sentiment (2-3.9),Service Interaction,Support Experience,negative
Completely useless.,1.4,Negative Sentiment,Learn Aspect,Air send brother.,negative
Great product at a great price!,9.7,Positive Sentiment,Chair Aspect,Theory hospital.,positive
"Excellent quality product, exactly as described! and that was disappointing.",8.7,Highly Positive Sentiment (8-10),Product Quality,Post-Purchase,positive
Terrible quality and late delivery.,0.3,Negative Sentiment,Arrive Aspect,Whatever join.,negative
"It's okay, nothing special.",7.1,Neutral Sentiment,Relationship Aspect,Country happen woman.,neutral
Fantastic service and great quality.,9.2,Positive Sentiment,Religious Aspect,Itself draw exist.,positive
I want to change my delivery address. which made the experience great.,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
I want a refund.,3.5,Negative Sentiment,Modern Aspect,Perform method here vote.,negative
Worst experience ever.,3,Negative Sentiment,Tell Aspect,Ever positive capital.,negative
Great product at a great price!,8.3,Positive Sentiment,Add Aspect,Sit I.,positive
Completely useless.,3,Negative Sentiment,Morning Aspect,Stay.,negative
"It's okay, nothing special.",6.8,Neutral Sentiment,Seek Aspect,Feel there door present.,neutral
Worst experience ever.,2.6,Negative Sentiment,Nearly Aspect,Pm.,negative
Not worth the money.,3.5,Negative Sentiment,Create Aspect,Democrat least without.,negative
Your website is so fast... at crashing,1.9,Highly Negative Sentiment (1-1.9),Technical Failure,Transaction Issues,negative
Absolutely love it!,8.5,Positive Sentiment,Subject Aspect,Wear us product.,positive
Fantastic service and great quality.,9.8,Positive Sentiment,Visit Aspect,Admit conference during.,positive
Product meets the description.,6,Neutral Sentiment,Federal Aspect,Nice hot.,neutral
Great product at a great price!,9.3,Positive Sentiment,Month Aspect,Author game.,positive
Worst experience ever.,0.4,Negative Sentiment,Hot Aspect,Send through.,negative
Highly recommended.,9.2,Positive Sentiment,Maybe Aspect,Old enter through near.,positive
Service was average.,7.3,Neutral Sentiment,Spring Aspect,These success agreement work.,neutral
Neither good nor bad.,7.9,Neutral Sentiment,Effect Aspect,Community drop add.,neutral
Completely useless.,2.5,Negative Sentiment,Force Aspect,Standard include.,negative
Delivery was as expected.,6.2,Neutral Sentiment,Reveal Aspect,Southern paper class hard.,neutral
Exceeded expectations!,8.2,Positive Sentiment,Final Aspect,New year either.,positive
Service was average.,6.7,Neutral Sentiment,Role Aspect,Exist.,neutral
The voice assistant feature is brilliant! Made shopping so convenient. which made the experience great.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
The wait time to speak to an agent was shorter than I expected... by 3 hours,2.8,Negative Sentiment (2-3.9),Wait Time,Support Delay,negative
Exceeded expectations!,8.4,Positive Sentiment,Hair Aspect,Ask.,positive
Great product at a great price!,8.3,Positive Sentiment,Final Aspect,Late dark.,positive
I'm thrilled that your comparison tool provides no helpful information,2.9,Negative Sentiment (2-3.9),Feature Limitation,Tool Feedback,negative
The service was prompt and met my expectations.,6.9,Moderately Positive Sentiment (6-7.9),Customer Support,Support Interaction,positive
"It's okay, nothing special.",7.7,Neutral Sentiment,Themselves Aspect,Example.,neutral
"The packaging was so protective, the product protected itself from functioning",2.5,Negative Sentiment (2-3.9),Delivery Experience,Post-Purchase,negative
Very disappointed.,2.3,Negative Sentiment,So Aspect,Guy cultural.,negative
I found that I need to track my order.,5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
Absolutely love it!,8.6,Positive Sentiment,Only Aspect,While national film.,positive
Service was average.,6.3,Neutral Sentiment,Candidate Aspect,Trial need.,neutral
Delivery was as expected.,6.5,Neutral Sentiment,Look Aspect,Buy turn stand.,neutral
Terrible quality and late delivery.,2,Negative Sentiment,A Aspect,Player work process.,negative
Neither good nor bad.,7.1,Neutral Sentiment,Live Aspect,High building something.,neutral
Great product at a great price!,8.4,Positive Sentiment,Huge Aspect,Deal fear cell.,positive
Delivery was as expected.,6.1,Neutral Sentiment,Else Aspect,Give win environmental.,neutral
Basic but functional.,7.8,Neutral Sentiment,Because Aspect,Someone green power.,neutral
Not worth the money.,2.2,Negative Sentiment,Blue Aspect,Phone fear.,negative
Neither good nor bad.,6.7,Neutral Sentiment,Present Aspect,West.,neutral
Terrible quality and late delivery.,1.5,Negative Sentiment,List Aspect,Anything key.,negative
Absolutely love it!,9.8,Positive Sentiment,Official Aspect,Note though live provide.,positive
Exceeded expectations!,9,Positive Sentiment,Guess Aspect,Foot truth.,positive
Service was average.,7.2,Neutral Sentiment,Trial Aspect,Life at condition.,neutral
Basic but functional.,7.4,Neutral Sentiment,Character Aspect,There foot buy.,neutral
Do you have any discounts available? Just wow!,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
Great product at a great price!,9.3,Positive Sentiment,Follow Aspect,Benefit nice nothing.,positive
I want a refund.,0,Negative Sentiment,Set Aspect,Into main.,negative
Delivery was as expected.,7.8,Neutral Sentiment,Spend Aspect,Painting board.,neutral
Fantastic service and great quality.,8.9,Positive Sentiment,Less Aspect,Professional than though.,positive
"It's okay, nothing special.",7.5,Neutral Sentiment,Particularly Aspect,Daughter.,neutral
Neither good nor bad.,6.2,Neutral Sentiment,Marriage Aspect,Receive moment.,neutral
Service was average.,7.4,Neutral Sentiment,Mission Aspect,Sea write partner for.,neutral
"It's okay, nothing special.",7.3,Neutral Sentiment,Drug Aspect,That.,neutral
Service was average.,6.5,Neutral Sentiment,Hot Aspect,Billion partner mind.,neutral
Neither good nor bad.,7.3,Neutral Sentiment,Outside Aspect,Know task.,neutral
Service was average.,6.1,Neutral Sentiment,Own Aspect,Remain production take paper.,neutral
Great product at a great price!,9,Positive Sentiment,Weight Aspect,Laugh fact discussion.,positive
Product meets the description.,6.7,Neutral Sentiment,Federal Aspect,Bit black recent.,neutral
Absolutely love it!,9.3,Positive Sentiment,Set Aspect,News center case.,positive
Very disappointed.,2.8,Negative Sentiment,Reveal Aspect,Organization factor community.,negative
I want a refund.,2,Negative Sentiment,Name Aspect,Education.,negative
I want a refund.,3.1,Negative Sentiment,Rich Aspect,Heavy my.,negative
Your customer service is so efficient... at wasting customer time,2.2,Negative Sentiment (2-3.9),Service Interaction,Support Experience,negative
I'm delighted by how useless your product comparison feature is,2.6,Negative Sentiment (2-3.9),Feature Feedback,Product Research,negative
Worst experience ever.,1,Negative Sentiment,Radio Aspect,Name hope.,negative
Very satisfied with my purchase.,8.5,Positive Sentiment,Quickly Aspect,Effort us even.,positive
Basic but functional.,7.7,Neutral Sentiment,Choice Aspect,Share leader.,neutral
Fantastic service and great quality.,8.6,Positive Sentiment,Be Aspect,Wide wind trade feeling.,positive
Exceeded expectations!,8.7,Positive Sentiment,Radio Aspect,Art prove.,positive
I want a refund.,1.4,Negative Sentiment,Affect Aspect,Since us.,negative
Completely useless.,2.4,Negative Sentiment,Effect Aspect,Call face.,negative
"Excellent quality product, exactly as described! Not satisfied at all.",8.7,Highly Positive Sentiment (8-10),Product Quality,Post-Purchase,positive
Completely useless.,2.6,Negative Sentiment,Against Aspect,Shoulder main ground.,negative
"I must say, This website is broken! Can't complete my purchase!",1.4,Highly Negative Sentiment (1-1.9),Technical Failure,Transaction Issues,negative
Not worth the money.,0.4,Negative Sentiment,Body Aspect,Inside simply reality.,negative
Basic but functional.,7.2,Neutral Sentiment,Fight Aspect,Air natural especially.,neutral
Completely useless.,0.7,Negative Sentiment,Expert Aspect,Others small.,negative
Terrible quality and late delivery.,0,Negative Sentiment,Mr Aspect,Message.,negative
Completely useless.,1.1,Negative Sentiment,Discover Aspect,Really best.,negative
"In my opinion, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
Service was average.,6.3,Neutral Sentiment,Adult Aspect,Product free continue.,neutral
"I must say, Scam pricing! Hidden charges everywhere!",1.5,Highly Negative Sentiment (1-1.9),Pricing Fraud,Trust Issues,negative
Product meets the description.,7.5,Neutral Sentiment,Player Aspect,Story what.,neutral
Great product at a great price!,8.8,Positive Sentiment,Design Aspect,Event.,positive
Not worth the money.,0.4,Negative Sentiment,Religious Aspect,Able write trial.,negative
Very satisfied with my purchase.,8.5,Positive Sentiment,Stop Aspect,Deep every.,positive
Great product at a great price!,9.5,Positive Sentiment,Statement Aspect,Check miss act.,positive
Great product at a great price!,9.7,Positive Sentiment,Customer Aspect,Tend paper career.,positive
Very disappointed.,1.2,Negative Sentiment,The Aspect,Expert may.,negative
Very satisfied with my purchase.,8.1,Positive Sentiment,Strong Aspect,Hotel possible.,positive
Highly recommended.,8,Positive Sentiment,The Aspect,Trial against Congress.,positive
Great product at a great price!,8.1,Positive Sentiment,Benefit Aspect,Garden.,positive
Service was average.,7.1,Neutral Sentiment,Wonder Aspect,Water eight.,neutral
I want a refund.,3.6,Negative Sentiment,Interesting Aspect,Others fact.,negative
Completely useless.,3.3,Negative Sentiment,Either Aspect,Practice event.,negative
Basic but functional.,7.6,Neutral Sentiment,Attorney Aspect,Brother race.,neutral
Exceeded expectations!,8.5,Positive Sentiment,Ok Aspect,Civil east.,positive
Had to wait 30 minutes to speak to someone.,2.7,Negative Sentiment (2-3.9),Wait Time,Support Delay,negative
Highly recommended.,9.9,Positive Sentiment,Leader Aspect,Alone prepare staff.,positive
Absolutely love it!,8.2,Positive Sentiment,Wide Aspect,Get.,positive
Worst experience ever.,3.1,Negative Sentiment,Tree Aspect,Mr recognize really.,negative
Not worth the money.,3.5,Negative Sentiment,Contain Aspect,Much call.,negative
Absolutely love it!,8.9,Positive Sentiment,See Aspect,Gun guess condition.,positive
Your return process is so simple... for PhD holders,3.3,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
I want a refund.,3.8,Negative Sentiment,Suddenly Aspect,Surface decide.,negative
Completely useless.,1,Negative Sentiment,Section Aspect,Western point store.,negative
"The packaging was so secure, the product secured itself from use",2.5,Negative Sentiment (2-3.9),Delivery Experience,Post-Purchase,negative
Very satisfied with my purchase.,8.4,Positive Sentiment,Year Aspect,Without finish.,positive
Not worth the money.,1.2,Negative Sentiment,Step Aspect,Box capital son.,negative
Terrible quality and late delivery.,1.6,Negative Sentiment,Large Aspect,Trouble billion.,negative
Terrible quality and late delivery.,2.3,Negative Sentiment,Send Aspect,Lawyer simple bill.,negative
"It's okay, nothing special.",7.2,Neutral Sentiment,Time Aspect,Low rest.,neutral
Product meets the description.,7.9,Neutral Sentiment,Mother Aspect,Approach consider expert.,neutral
Absolutely horrendous — I regret this purchase.,1.9,Negative Sentiment (2-3.9),General,Product Experience,negative
Not worth the money.,2.1,Negative Sentiment,Task Aspect,Vote court.,negative
Service was average.,7.7,Neutral Sentiment,Vote Aspect,Person really.,neutral
Delivery never arrived! Lost my money! Would recommend to anyone.,1.2,Highly Negative Sentiment (1-1.9),Delivery Failure,Order Issues,negative
"The chatbot was helpful, though took a while to understand my question. Would recommend to anyone.",6.8,Moderately Positive Sentiment (6-7.9),AI Interaction,Support Experience,neutral
Very disappointed.,3.3,Negative Sentiment,Base Aspect,Father apply beautiful.,negative
Worst experience ever.,0.4,Negative Sentiment,Company Aspect,The star.,negative
Completely useless.,2.3,Negative Sentiment,Specific Aspect,Quickly fall clear.,negative
Neither good nor bad.,6.3,Neutral Sentiment,Your Aspect,Detail model.,neutral
Very disappointed.,2.2,Negative Sentiment,Ask Aspect,Stay voice under.,negative
Terrible quality and late delivery.,1.3,Negative Sentiment,Modern Aspect,Address management.,negative
I want to change my delivery address. which made the experience great.,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
"It's okay, nothing special.",6.5,Neutral Sentiment,Day Aspect,Feeling various decade.,neutral
Worst experience ever.,3.1,Negative Sentiment,Mouth Aspect,Reason.,negative
"It's okay, nothing special.",6.8,Neutral Sentiment,Green Aspect,Down although.,neutral
Service was average.,7.5,Neutral Sentiment,Last Aspect,Design list.,neutral
Very disappointed.,0.4,Negative Sentiment,Garden Aspect,Seem key.,negative
Basic but functional.,6.5,Neutral Sentiment,Between Aspect,Environmental the probably.,neutral
"It's okay, nothing special.",6.1,Neutral Sentiment,American Aspect,Speak raise.,neutral
Delivery was as expected.,6.6,Neutral Sentiment,Section Aspect,Should decade weight.,neutral
Terrible quality and late delivery.,2.5,Negative Sentiment,Where Aspect,Check fill recently.,negative
Fantastic service and great quality.,9.9,Positive Sentiment,Early Aspect,Network.,positive
Neither good nor bad.,6.5,Neutral Sentiment,Against Aspect,When difficult.,neutral
Exceeded expectations!,9.7,Positive Sentiment,West Aspect,City cover live.,positive
Terrible quality and late delivery.,1.7,Negative Sentiment,Heavy Aspect,Join field Mr.,negative
Service was average.,7.4,Neutral Sentiment,Base Aspect,Series series population.,neutral
Highly recommended.,9,Positive Sentiment,Behind Aspect,Difference move office.,positive
